index,Names,Gender,Count,Probability,quote,author,tags,likes
141,Jean,F,464229,0.001270474,"The secret of health for both mind and body is not to mourn for the past, nor to worry about the future, but to live the present moment wisely and earnestly.","Bukkyo Dendo Kyokai,",inspirational,4270
142,Andrea,F,463819,0.001269352,"Life is too short to waste your time on people who don??t respect, appreciate, and value you.","Roy T. Bennett,",appreciate;inspiration;inspirational;inspirational-attitude,4261
143,Gerald,M,459573,0.001257732,"The thing about growing up with Fred and George,"" said Ginny thoughtfully, ""is that you sort of start thinking anything's possible if you've got enough nerve.","J. K. Rowling,",inspirational,4244
144,Sean,M,456056,0.001248107,Be mindful. Be grateful. Be positive. Be true. Be kind.,"Roy T. Bennett,",gratitude;inspiration;inspirational;inspirational-quotes;kindness;life;life-and-living;life-quotes;living-life;mindful;mindfulness;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;truth,4239
145,Joe,M,454987,0.001245181,"Once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return.",Leonardo da Vinci,flight;flying;inspirational,4236
146,Keith,M,454311,0.001243331,"One love, one heart, one destiny.",Robert Marley,bob-marley;compassion;destiny;heart;humanity;inspirational;love,4224
147,Sara,F,453924,0.001242272,Be the reason someone smiles. Be the reason someone feels loved and believes in the goodness in people.,"Roy T. Bennett,",being-human;goodness;human;human-nature;humanism;humanity;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;kindness;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;love;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;smile;smiles,4222
148,Cheryl,F,453366,0.001240745,"If she's amazing, she won't be easy. If she's easy, she won't be amazing. If she's worth it, you wont give up. If you give up, you're not worthy. ... Truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for.","Bob Marley,",inspirational;love,4191
149,Hannah,F,452249,0.001237688,"It's not the face, but the expressions on it. It's not the voice, but what you say. It's not how you look in that body, but the thing you do with it. You are beautiful.","Stephenie Meyer,",inspirational;love,4157
150,Mildred,F,452211,0.001237584,"So be sure when you step, Step with care and great tact. And remember that life's A Great Balancing Act. And will you succeed? Yes! You will, indeed! (98 and ?? percent guaranteed) Kid, you'll move mountains.","Dr. Seuss,",humor;inspirational;success,4159
151,Willie,M,452027,0.001237081,"Do what is right, not what is easy nor what is popular.","Roy T. Bennett,",act;action;do;doing;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;right;truth;what-is-easy;what-is-popular;what-is-right,4152
152,Lillian,F,450001,0.001231536,"Accept yourself, love yourself, and keep moving forward. If you want to fly, you have to give up what weighs you down.","Roy T. Bennett,",accept-yourself;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;keep-moving-forward;letting-go;life;life-and-living;life-lessons;life-quotes;living;love-yourself;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,4127
153,Roger,M,449323,0.001229681,"Is 'fat' really the worst thing a human being can be? Is 'fat' worse than 'vindictive', 'jealous', 'shallow', 'vain', 'boring' or 'cruel'? Not to me.",J.K. Rowling,inspirational,4117
154,Jesse,M,446751,0.001222642,"Dance, when you're broken open. Dance, if you've torn the bandage off. Dance in the middle of the fighting. Dance in your blood. Dance when you're perfectly free.",Rumi,dance;inspirational,4110
155,Jacqueline,F,442645,0.001211405,Any fool can be happy. It takes a man with real heart to make beauty out of the stuff that makes us weep.,"Clive Barker,",art;inspirational;love;redemption;sadness,4101
156,Ethan,M,440943,0.001206747,You is kind. You is smart. You is important.,"Kathryn Stockett,",inspirational,4080
157,Terry,M,434103,0.001188027,Live the Life of Your Dreams: Be brave enough to live the life of your dreams according to your vision and purpose instead of the expectations and opinions of others.,"Roy T. Bennett,",brave;courage;dreams;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;purpose;vision,4038
158,Christian,M,432774,0.00118439,"The past is a place of reference, not a place of residence; the past is a place of learning, not a place of living.","Roy T. Bennett,",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;learning;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,3997
159,Harry,M,428640,0.001173077,"Understanding is the first step to acceptance, and only with acceptance can there be recovery.","J.K. Rowling,",acceptance;inspiration;inspirational;smart;understanding;wise,3984
160,Teresa,F,427017,0.001168635,"If you are irritated by every rub, how will your mirror be polished?",Rumi,inspirational,3981
161,Austin,M,426133,0.001166216,It is the time you have wasted for your rose that makes your rose so important.,"Antoine de Saint-Exup??ry,",caring;inspirational;love;roses;time,3971
162,Gloria,F,419045,0.001146818,"To me, Fearless is not the absense of fear. It's not being completely unafraid. To me, Fearless is having fears. Fearless is having doubts. Lots of them. To me, Fearless is living in spite of those things that scare you to death.",Taylor Swift,fearless;inspirational;love,3969
163,Ralph,M,417786,0.001143372,"You see things; you say, 'Why?' But I dream things that never were; and I say 'Why not?","George Bernard Shaw,",inspirational,3957
164,Janice,F,416428,0.001139655,"What makes the desert beautiful,' said the little prince, 'is that somewhere it hides a well...","Antoine de Saint-Exup??ry,",inspirational,3916
165,Roy,M,413772,0.001132387,"You were born with wings, why prefer to crawl through life?",Rumi,inspirational,3911
166,Theresa,F,412817,0.001129773,?Though nobody can go back and make a new beginning... Anyone can start over and make a new ending.,Chico Xavier,inspirational;life-lessons,3911
167,Amber,F,411042,0.001124915,"Live in the present, remember the past, and fear not the future, for it doesn't exist and never shall. There is only now.","Christopher Paolini,",inspirational,3907
168,Danielle,F,408784,0.001118736,"It doesn't interest me what you do for a living. I want to know what you ache for, and if you dare to dream of meeting your heart's longing",Oriah Mountain Dreamer,inspirational,3901
169,Noah,M,406062,0.001111286,Believe in Your Hear,"Roy T. Bennett,",believe;heart;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;magic;miracles;optimism;optimistic;passion;positive;positive-affirmation;positive-life;positive-thinking;purpose,3844
170,Bryan,M,405573,0.001109948,We are just an advanced breed of monkeys on a minor planet of a very average star. But we can understand the Universe. That makes us something very special.,Stephen Hawking,inspirational;science,3816
171,Jordan,M,405211,0.001108957,"Make improvements, not excuses. Seek respect, not attention.","Roy T. Bennett,",excuse;improvement;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;respect,3742
172,Louis,M,402583,0.001101765,Be grateful for what you already have while you pursue your goals,"Roy T. Bennett,",goal;goals;gratitude;happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;leader;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,3733
173,Brittany,F,400503,0.001096073,Life becomes easier and more beautiful when we can see the good in other people.,Roy T. Bennett,goodness;inspiration;inspirational;inspirational-quotes;inspire;inspiring;kindness;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,3727
174,Bruce,M,397629,0.001088207,Happiness [is] only real when shared,"Jon Krakauer,",family;happiness;inspirational;love;marriage,3724
175,Madison,F,390237,0.001067977,"?Life is a shipwreck, but we must not forget to sing in the lifeboats.",Voltaire,inspirational,3720
176,Judy,F,387362,0.001060109,"Don't let the expectations and opinions of other people affect your decisions. It's your life, not theirs. Do what matters most to you; do what makes you feel alive and happy. Don't let the expectations and ideas of others limit who you are. If you let others tell you who you are, you are living their reality ?? not yours. There is more to life than pleasing people. There is much more to life than following others' prescribed path. There is so much more to life than what you experience right now. You need to decide who you are for yourself. Become a whole being. Adventure.",Roy T. Bennett,action;adventure;authentic-living;authentic-self;authenticity;confidence;experience;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;who-you-are;whole-being,3715
